place,Jurisdiction,Age,Females,Males,year
24950,Erie,20-24,305,293,2013
26270,Federal Heights,20-24,613,562,2013
26600,Firestone,20-24,196,223,2013
27700,Fort Lupton,20-24,220,296,2013
28105,Foxfield,20-24,23,19,2013
28360,Frederick,20-24,217,151,2013
29735,Georgetown,20-24,2,16,2013
30340,Glendale,20-24,583,390,2013
30835,Golden,20-24,796,1609,2013
33035,Greenwood Village,20-24,215,277,2013
37820,Hudson,20-24,82,52,2013
38370,Idaho Springs,20-24,104,44,2013
39195,Jamestown,20-24,7,0,2013
40185,Keenesburg,20-24,21,28,2013
40790,Kiowa,20-24,15,8,2013
41835,Lafayette,20-24,552,861,2013
42495,Lakeside,20-24,0,0,2013
43000,Lakewood,20-24,4545,5779,2013
43550,Larkspur,20-24,4,5,2013
45255,Littleton,20-24,1094,1359,2013
45955,Lone Tree,20-24,421,146,2013
45970,Longmont,20-24,2296,3221,2013
46355,Louisville,20-24,480,477,2013
47070,Lyons,20-24,55,44,2013
49600,Mead,20-24,21,123,2013
52075,Morrison,20-24,2,4,2013
52350,Mountain View,20-24,17,7,2013
53175,Nederland,20-24,15,90,2013
54330,Northglenn,20-24,1368,1609,2013
57630,Parker,20-24,1255,1141,2013
60160,Platteville,20-24,78,138,2013
69645,Sheridan,20-24,163,286,2013
70360,Silver Plume,20-24,0,4,2013
75640,Superior,20-24,471,500,2013
77290,Thornton,20-24,4129,3931,2013
82735,Ward,20-24,0,0,2013
83835,Westminster,20-24,3806,3647,2013
84440,Wheat Ridge,20-24,818,749,2013
8124,Weld County (DRCOG),20-24,1295,1437,2013
8000,Region,20-24,95442,99648,2013
3455,Arvada,25-29,3277,3033,2013
4000,Aurora,25-29,12939,13582,2013
6090,Bennett,25-29,88,74,2013
7025,Black Hawk,25-29,11,0,2013
7850,Boulder City,25-29,3724,4910,2013
8001,Adams County,25-29,17761,18397,2013
8005,Arapahoe County,25-29,21925,21799,2013
8013,Boulder County,25-29,9221,10761,2013
8014,Broomfield City/County,25-29,1999,1991,2013
8019,Clear Creek County,25-29,169,241,2013
8031,Denver City/County,25-29,34345,34457,2013
8035,Douglas County,25-29,7179,6744,2013
8047,Gilpin County,25-29,145,106,2013
8059,Jefferson County,25-29,16404,17766,2013
8070,Bow Mar,25-29,9,13,2013
8123,Weld County,25-29,8724,9082,2013
8675,Brighton,25-29,1205,1205,2013
12387,Castle Pines,25-29,59,96,2013
12415,Castle Rock,25-29,1400,1198,2013
12815,Centennial,25-29,2742,3279,2013
12910,Central City,25-29,11,14,2013
13845,Cherry Hills Village,25-29,100,22,2013
16385,Columbine Valley,25-29,5,14,2013
16495,Commerce City,25-29,1860,1699,2013
19080,Dacono,25-29,129,145,2013
19630,Deer Trail,25-29,8,18,2013
23135,Edgewater,25-29,473,196,2013
23740,Elizabeth,25-29,56,61,2013
24620,Empire,25-29,0,3,2013
24785,Englewood,25-29,1381,1548,2013
24950,Erie,25-29,384,383,2013
26270,Federal Heights,25-29,311,539,2013
26600,Firestone,25-29,502,286,2013
27700,Fort Lupton,25-29,294,331,2013
28105,Foxfield,25-29,11,7,2013
28360,Frederick,25-29,391,344,2013
29735,Georgetown,25-29,66,114,2013
30340,Glendale,25-29,540,447,2013
30835,Golden,25-29,541,1208,2013
33035,Greenwood Village,25-29,453,289,2013
37820,Hudson,25-29,49,46,2013
38370,Idaho Springs,25-29,29,64,2013
39195,Jamestown,25-29,13,14,2013
40185,Keenesburg,25-29,18,34,2013
40790,Kiowa,25-29,20,39,2013
41835,Lafayette,25-29,712,713,2013
42495,Lakeside,25-29,0,0,2013
43000,Lakewood,25-29,5235,6366,2013
43550,Larkspur,25-29,5,6,2013
45255,Littleton,25-29,1462,1400,2013
45955,Lone Tree,25-29,385,450,2013
45970,Longmont,25-29,2831,3060,2013
46355,Louisville,25-29,403,438,2013
47070,Lyons,25-29,72,132,2013
49600,Mead,25-29,59,67,2013
52075,Morrison,25-29,4,3,2013
52350,Mountain View,25-29,24,8,2013
53175,Nederland,25-29,20,37,2013
54330,Northglenn,25-29,1794,1949,2013
57630,Parker,25-29,1303,1133,2013
60160,Platteville,25-29,33,90,2013
69645,Sheridan,25-29,274,322,2013
70360,Silver Plume,25-29,16,4,2013
75640,Superior,25-29,410,443,2013
77290,Thornton,25-29,4868,4729,2013
82735,Ward,25-29,5,2,2013
83835,Westminster,25-29,4472,3960,2013
84440,Wheat Ridge,25-29,1231,1203,2013
8124,Weld County (DRCOG),25-29,2193,1937,2013
8000,Region,25-29,111341,114199,2013
3455,Arvada,30-34,3119,3372,2013
4000,Aurora,30-34,13221,13391,2013
6090,Bennett,30-34,57,18,2013
7025,Black Hawk,30-34,0,14,2013
7850,Boulder City,30-34,2865,3715,2013
8001,Adams County,30-34,17998,18924,2013
8005,Arapahoe County,30-34,21480,21681,2013
8013,Boulder County,30-34,9524,10012,2013
8014,Broomfield City/County,30-34,2082,2498,2013
8019,Clear Creek County,30-34,215,238,2013
8031,Denver City/County,30-34,29959,31878,2013
8035,Douglas County,30-34,9963,8974,2013
8047,Gilpin County,30-34,150,167,2013
8059,Jefferson County,30-34,16381,17245,2013
8070,Bow Mar,30-34,1,1,2013
8123,Weld County,30-34,8923,9240,2013
8675,Brighton,30-34,1438,1580,2013
12387,Castle Pines,30-34,203,191,2013
12415,Castle Rock,30-34,1960,1641,2013
12815,Centennial,30-34,3040,2725,2013
12910,Central City,30-34,22,23,2013
13845,Cherry Hills Village,30-34,40,60,2013
16385,Columbine Valley,30-34,22,4,2013
16495,Commerce City,30-34,2291,2380,2013
19080,Dacono,30-34,131,202,2013
19630,Deer Trail,30-34,21,12,2013
23135,Edgewater,30-34,169,269,2013
23740,Elizabeth,30-34,57,66,2013
24620,Empire,30-34,14,13,2013
24785,Englewood,30-34,1216,1553,2013
24950,Erie,30-34,794,675,2013
26270,Federal Heights,30-34,509,405,2013
26600,Firestone,30-34,465,387,2013
27700,Fort Lupton,30-34,288,149,2013
28105,Foxfield,30-34,0,11,2013
28360,Frederick,30-34,390,368,2013
29735,Georgetown,30-34,35,39,2013
30340,Glendale,30-34,212,282,2013
30835,Golden,30-34,555,807,2013
33035,Greenwood Village,30-34,364,306,2013
37820,Hudson,30-34,45,45,2013
38370,Idaho Springs,30-34,50,19,2013
39195,Jamestown,30-34,10,0,2013
40185,Keenesburg,30-34,86,59,2013
40790,Kiowa,30-34,52,34,2013
41835,Lafayette,30-34,990,1057,2013
42495,Lakeside,30-34,1,1,2013
43000,Lakewood,30-34,5096,5351,2013
43550,Larkspur,30-34,4,3,2013
45255,Littleton,30-34,1313,1212,2013
45955,Lone Tree,30-34,322,217,2013
45970,Longmont,30-34,3018,2952,2013
46355,Louisville,30-34,723,558,2013
47070,Lyons,30-34,34,81,2013
49600,Mead,30-34,88,61,2013
52075,Morrison,30-34,1,4,2013
52350,Mountain View,30-34,21,22,2013
53175,Nederland,30-34,39,36,2013
54330,Northglenn,30-34,1526,1281,2013
57630,Parker,30-34,1833,1525,2013
60160,Platteville,30-34,132,116,2013
69645,Sheridan,30-34,174,248,2013
70360,Silver Plume,30-34,0,26,2013
75640,Superior,30-34,601,489,2013
77290,Thornton,30-34,5219,5157,2013
82735,Ward,30-34,0,0,2013
83835,Westminster,30-34,4071,4912,2013
84440,Wheat Ridge,30-34,971,905,2013
8124,Weld County (DRCOG),30-34,2223,2228,2013
8000,Region,30-34,109975,113845,2013
3455,Arvada,35-39,3637,3855,2013
4000,Aurora,35-39,12177,12648,2013
6090,Bennett,35-39,37,116,2013
7025,Black Hawk,35-39,0,2,2013
7850,Boulder City,35-39,2908,2914,2013
8001,Adams County,35-39,16230,18558,2013
8005,Arapahoe County,35-39,20245,20457,2013
8013,Boulder County,35-39,10346,9894,2013
8014,Broomfield City/County,35-39,2402,2076,2013
8019,Clear Creek County,35-39,240,319,2013
8031,Denver City/County,35-39,23824,26206,2013
8035,Douglas County,35-39,12625,12279,2013
8047,Gilpin County,35-39,255,300,2013
8059,Jefferson County,35-39,17366,18013,2013
8070,Bow Mar,35-39,29,12,2013
8123,Weld County,35-39,9063,9212,2013
8675,Brighton,35-39,1076,1433,2013
12387,Castle Pines,35-39,308,310,2013
12415,Castle Rock,35-39,2468,2602,2013
12815,Centennial,35-39,2735,2803,2013
12910,Central City,35-39,31,36,2013
13845,Cherry Hills Village,35-39,162,106,2013
16385,Columbine Valley,35-39,24,28,2013
16495,Commerce City,35-39,1955,2232,2013
19080,Dacono,35-39,190,135,2013
19630,Deer Trail,35-39,8,24,2013
23135,Edgewater,35-39,199,225,2013
23740,Elizabeth,35-39,38,75,2013
24620,Empire,35-39,3,4,2013
24785,Englewood,35-39,1170,1323,2013
24950,Erie,35-39,831,841,2013
26270,Federal Heights,35-39,504,492,2013
26600,Firestone,35-39,447,462,2013
27700,Fort Lupton,35-39,216,269,2013
28105,Foxfield,35-39,19,17,2013
28360,Frederick,35-39,398,329,2013
29735,Georgetown,35-39,41,36,2013
30340,Glendale,35-39,189,203,2013
30835,Golden,35-39,532,609,2013
33035,Greenwood Village,35-39,361,297,2013
37820,Hudson,35-39,51,62,2013
38370,Idaho Springs,35-39,71,69,2013
39195,Jamestown,35-39,9,10,2013
40185,Keenesburg,35-39,72,55,2013
40790,Kiowa,35-39,9,19,2013
41835,Lafayette,35-39,1208,895,2013
42495,Lakeside,35-39,0,0,2013
43000,Lakewood,35-39,4849,4994,2013
43550,Larkspur,35-39,7,3,2013
45255,Littleton,35-39,1361,1282,2013
45955,Lone Tree,35-39,472,374,2013
45970,Longmont,35-39,3227,3259,2013
46355,Louisville,35-39,585,651,2013
47070,Lyons,35-39,133,124,2013
49600,Mead,35-39,104,130,2013
52075,Morrison,35-39,10,14,2013
52350,Mountain View,35-39,17,12,2013
53175,Nederland,35-39,98,83,2013
54330,Northglenn,35-39,1139,1440,2013
57630,Parker,35-39,2242,2673,2013
60160,Platteville,35-39,60,85,2013
69645,Sheridan,35-39,161,145,2013
70360,Silver Plume,35-39,0,15,2013
75640,Superior,35-39,565,460,2013
77290,Thornton,35-39,4409,4904,2013
82735,Ward,35-39,4,7,2013
83835,Westminster,35-39,4063,3691,2013
84440,Wheat Ridge,35-39,915,1070,2013
8124,Weld County (DRCOG),35-39,2133,2307,2013
8000,Region,35-39,105666,110409,2013
3455,Arvada,40-44,3420,3570,2013
4000,Aurora,40-44,11004,11691,2013
6090,Bennett,40-44,103,84,2013
7025,Black Hawk,40-44,2,0,2013
7850,Boulder City,40-44,2788,2924,2013
8001,Adams County,40-44,15913,15907,2013
8005,Arapahoe County,40-44,21901,20976,2013
8013,Boulder County,40-44,9987,10664,2013
8014,Broomfield City/County,40-44,2112,2433,2013
8019,Clear Creek County,40-44,376,355,2013
8031,Denver City/County,40-44,19920,24191,2013
8035,Douglas County,40-44,13510,12877,2013
8047,Gilpin County,40-44,256,215,2013
8059,Jefferson County,40-44,18387,17993,2013
8070,Bow Mar,40-44,38,46,2013
8123,Weld County,40-44,8255,8742,2013
8675,Brighton,40-44,1391,1305,2013
12387,Castle Pines,40-44,590,564,2013
12415,Castle Rock,40-44,2209,2097,2013
12815,Centennial,40-44,4526,3429,2013
12910,Central City,40-44,31,35,2013
13845,Cherry Hills Village,40-44,162,153,2013
16385,Columbine Valley,40-44,35,12,2013
16495,Commerce City,40-44,1444,1781,2013
19080,Dacono,40-44,185,188,2013
19630,Deer Trail,40-44,4,11,2013
23135,Edgewater,40-44,121,137,2013
23740,Elizabeth,40-44,17,53,2013
24620,Empire,40-44,3,6,2013
24785,Englewood,40-44,992,856,2013
24950,Erie,40-44,849,1101,2013
26270,Federal Heights,40-44,355,194,2013
26600,Firestone,40-44,455,530,2013
27700,Fort Lupton,40-44,320,174,2013
28105,Foxfield,40-44,24,21,2013
28360,Frederick,40-44,364,425,2013
29735,Georgetown,40-44,34,26,2013
30340,Glendale,40-44,161,111,2013
30835,Golden,40-44,537,516,2013
33035,Greenwood Village,40-44,586,384,2013
37820,Hudson,40-44,89,73,2013
38370,Idaho Springs,40-44,89,101,2013
39195,Jamestown,40-44,21,10,2013
40185,Keenesburg,40-44,72,44,2013
40790,Kiowa,40-44,30,29,2013
41835,Lafayette,40-44,910,1035,2013
42495,Lakeside,40-44,0,2,2013
43000,Lakewood,40-44,4186,4491,2013
43550,Larkspur,40-44,5,11,2013
45255,Littleton,40-44,1541,1314,2013
45955,Lone Tree,40-44,531,553,2013
45970,Longmont,40-44,2799,3111,2013
46355,Louisville,40-44,692,723,2013
47070,Lyons,40-44,83,94,2013
49600,Mead,40-44,121,199,2013
52075,Morrison,40-44,6,11,2013
52350,Mountain View,40-44,20,25,2013
53175,Nederland,40-44,68,108,2013
54330,Northglenn,40-44,1088,1012,2013
57630,Parker,40-44,2392,2149,2013
60160,Platteville,40-44,77,56,2013
69645,Sheridan,40-44,112,190,2013
70360,Silver Plume,40-44,7,1,2013
75640,Superior,40-44,643,684,2013
77290,Thornton,40-44,4894,4557,2013
82735,Ward,40-44,6,3,2013
83835,Westminster,40-44,3779,4031,2013
84440,Wheat Ridge,40-44,1052,1163,2013
8124,Weld County (DRCOG),40-44,2356,2569,2013
8000,Region,40-44,104718,108180,2013
3455,Arvada,45-49,4449,4225,2013
4000,Aurora,45-49,11048,10445,2013
6090,Bennett,45-49,113,96,2013
7025,Black Hawk,45-49,5,0,2013
7850,Boulder City,45-49,2801,2501,2013
8001,Adams County,45-49,14756,15424,2013
8005,Arapahoe County,45-49,21519,20361,2013
8013,Boulder County,45-49,10779,10487,2013
8014,Broomfield City/County,45-49,2056,2190,2013
8019,Clear Creek County,45-49,365,388,2013
8031,Denver City/County,45-49,17711,19605,2013
8035,Douglas County,45-49,12964,12621,2013
8047,Gilpin County,45-49,190,168,2013
8059,Jefferson County,45-49,21796,20647,2013
8070,Bow Mar,45-49,35,50,2013
8123,Weld County,45-49,8435,8698,2013
8675,Brighton,45-49,1160,1190,2013
12387,Castle Pines,45-49,665,553,2013
12415,Castle Rock,45-49,2092,2016,2013
12815,Centennial,45-49,4351,3901,2013
12910,Central City,45-49,26,33,2013
13845,Cherry Hills Village,45-49,343,240,2013
16385,Columbine Valley,45-49,46,28,2013
16495,Commerce City,45-49,1142,1262,2013
19080,Dacono,45-49,230,169,2013
19630,Deer Trail,45-49,3,0,2013
23135,Edgewater,45-49,238,184,2013
23740,Elizabeth,45-49,60,46,2013
24620,Empire,45-49,4,19,2013
24785,Englewood,45-49,1178,1010,2013
24950,Erie,45-49,777,657,2013
26270,Federal Heights,45-49,314,202,2013
26600,Firestone,45-49,338,342,2013
27700,Fort Lupton,45-49,179,305,2013
28105,Foxfield,45-49,44,25,2013
28360,Frederick,45-49,369,318,2013
29735,Georgetown,45-49,50,49,2013
30340,Glendale,45-49,76,112,2013
30835,Golden,45-49,559,647,2013
33035,Greenwood Village,45-49,736,478,2013
37820,Hudson,45-49,41,76,2013
38370,Idaho Springs,45-49,117,62,2013
39195,Jamestown,45-49,6,19,2013
40185,Keenesburg,45-49,18,52,2013
40790,Kiowa,45-49,18,39,2013
41835,Lafayette,45-49,940,897,2013
42495,Lakeside,45-49,0,0,2013
43000,Lakewood,45-49,4710,4672,2013
43550,Larkspur,45-49,18,9,2013
45255,Littleton,45-49,1478,1297,2013
45955,Lone Tree,45-49,480,456,2013
45970,Longmont,45-49,3162,3612,2013
46355,Louisville,45-49,630,821,2013
47070,Lyons,45-49,79,29,2013
49600,Mead,45-49,229,155,2013
52075,Morrison,45-49,10,13,2013
52350,Mountain View,45-49,17,18,2013
53175,Nederland,45-49,77,43,2013
54330,Northglenn,45-49,1185,1259,2013
57630,Parker,45-49,1872,1934,2013
60160,Platteville,45-49,110,216,2013
69645,Sheridan,45-49,259,113,2013
70360,Silver Plume,45-49,17,14,2013
75640,Superior,45-49,595,539,2013
77290,Thornton,45-49,4100,4311,2013
82735,Ward,45-49,6,6,2013
83835,Westminster,45-49,3853,4105,2013
84440,Wheat Ridge,45-49,1141,1060,2013
8124,Weld County (DRCOG),45-49,2530,2434,2013
8000,Region,45-49,104666,104325,2013
3455,Arvada,50-54,4521,4157,2013
4000,Aurora,50-54,10807,10324,2013
6090,Bennett,50-54,28,88,2013
7025,Black Hawk,50-54,2,13,2013
7850,Boulder City,50-54,2577,2513,2013
8001,Adams County,50-54,14376,14443,2013
8005,Arapahoe County,50-54,22197,20680,2013
8013,Boulder County,50-54,11364,10937,2013
8014,Broomfield City/County,50-54,2002,1911,2013
8019,Clear Creek County,50-54,459,504,2013
8031,Denver City/County,50-54,17901,18472,2013
8035,Douglas County,50-54,11419,11286,2013
8047,Gilpin County,50-54,287,358,2013
8059,Jefferson County,50-54,23651,22747,2013
8070,Bow Mar,50-54,62,60,2013
8123,Weld County,50-54,8508,8709,2013
8675,Brighton,50-54,830,1038,2013
12387,Castle Pines,50-54,414,403,2013
12415,Castle Rock,50-54,1639,1775,2013
12815,Centennial,50-54,4975,4338,2013
12910,Central City,50-54,8,86,2013
13845,Cherry Hills Village,50-54,333,253,2013
16385,Columbine Valley,50-54,72,110,2013
16495,Commerce City,50-54,1267,1323,2013
19080,Dacono,50-54,141,244,2013
19630,Deer Trail,50-54,23,16,2013
23135,Edgewater,50-54,273,146,2013
23740,Elizabeth,50-54,27,34,2013
24620,Empire,50-54,22,7,2013
24785,Englewood,50-54,1090,1319,2013
24950,Erie,50-54,869,915,2013
26270,Federal Heights,50-54,338,433,2013
26600,Firestone,50-54,380,199,2013
27700,Fort Lupton,50-54,158,233,2013
28105,Foxfield,50-54,38,48,2013
28360,Frederick,50-54,283,437,2013
29735,Georgetown,50-54,40,63,2013
30340,Glendale,50-54,81,130,2013
30835,Golden,50-54,673,660,2013
33035,Greenwood Village,50-54,592,664,2013
37820,Hudson,50-54,60,81,2013
38370,Idaho Springs,50-54,65,68,2013
39195,Jamestown,50-54,10,8,2013
40185,Keenesburg,50-54,46,57,2013
40790,Kiowa,50-54,12,43,2013
41835,Lafayette,50-54,1211,947,2013
42495,Lakeside,50-54,0,0,2013
43000,Lakewood,50-54,5417,5564,2013
43550,Larkspur,50-54,17,15,2013
45255,Littleton,50-54,2006,1881,2013
45955,Lone Tree,50-54,334,471,2013
45970,Longmont,50-54,3216,2987,2013
46355,Louisville,50-54,1088,915,2013
47070,Lyons,50-54,57,94,2013
49600,Mead,50-54,179,215,2013
52075,Morrison,50-54,21,8,2013
52350,Mountain View,50-54,19,16,2013
53175,Nederland,50-54,36,77,2013
54330,Northglenn,50-54,1156,1139,2013
57630,Parker,50-54,1799,1569,2013
60160,Platteville,50-54,99,95,2013
69645,Sheridan,50-54,118,144,2013
70360,Silver Plume,50-54,12,5,2013
75640,Superior,50-54,448,548,2013
77290,Thornton,50-54,4242,3730,2013
82735,Ward,50-54,3,3,2013
83835,Westminster,50-54,4071,4020,2013
84440,Wheat Ridge,50-54,1257,1105,2013
8124,Weld County (DRCOG),50-54,2158,2457,2013
8000,Region,50-54,105814,103795,2013
3455,Arvada,55-59,4098,3811,2013
4000,Aurora,55-59,10283,8864,2013
6090,Bennett,55-59,63,85,2013
7025,Black Hawk,55-59,12,22,2013
7850,Boulder City,55-59,2820,2571,2013
8001,Adams County,55-59,12389,12414,2013
8005,Arapahoe County,55-59,19762,18166,2013
8013,Boulder County,55-59,10817,10388,2013
8014,Broomfield City/County,55-59,2052,1686,2013
8019,Clear Creek County,55-59,618,478,2013
8031,Denver City/County,55-59,17077,17071,2013
8035,Douglas County,55-59,9230,8621,2013
8047,Gilpin County,55-59,296,365,2013
8059,Jefferson County,55-59,21911,20530,2013
8070,Bow Mar,55-59,50,21,2013
8123,Weld County,55-59,7772,7630,2013
8675,Brighton,55-59,986,940,2013
12387,Castle Pines,55-59,338,295,2013
12415,Castle Rock,55-59,1432,1102,2013
12815,Centennial,55-59,3963,4029,2013
12910,Central City,55-59,11,32,2013
13845,Cherry Hills Village,55-59,267,361,2013
16385,Columbine Valley,55-59,81,78,2013
16495,Commerce City,55-59,1404,1260,2013
19080,Dacono,55-59,64,80,2013
19630,Deer Trail,55-59,21,16,2013
23135,Edgewater,55-59,96,54,2013
23740,Elizabeth,55-59,34,31,2013
24620,Empire,55-59,29,25,2013
24785,Englewood,55-59,1270,1074,2013
24950,Erie,55-59,638,545,2013
26270,Federal Heights,55-59,347,291,2013
26600,Firestone,55-59,258,296,2013
27700,Fort Lupton,55-59,239,361,2013
28105,Foxfield,55-59,24,31,2013
28360,Frederick,55-59,167,278,2013
29735,Georgetown,55-59,51,19,2013
30340,Glendale,55-59,91,107,2013
30835,Golden,55-59,701,428,2013
33035,Greenwood Village,55-59,572,667,2013
37820,Hudson,55-59,81,43,2013
38370,Idaho Springs,55-59,106,55,2013
39195,Jamestown,55-59,10,15,2013
40185,Keenesburg,55-59,19,11,2013
40790,Kiowa,55-59,9,32,2013
41835,Lafayette,55-59,1080,989,2013
42495,Lakeside,55-59,0,0,2013
43000,Lakewood,55-59,5404,5037,2013
43550,Larkspur,55-59,9,18,2013
45255,Littleton,55-59,1703,1613,2013
45955,Lone Tree,55-59,388,321,2013
45970,Longmont,55-59,2870,2663,2013
46355,Louisville,55-59,885,850,2013
47070,Lyons,55-59,113,127,2013
49600,Mead,55-59,152,168,2013
52075,Morrison,55-59,19,11,2013
52350,Mountain View,55-59,11,19,2013
53175,Nederland,55-59,57,50,2013
54330,Northglenn,55-59,1017,997,2013
57630,Parker,55-59,1019,1012,2013
60160,Platteville,55-59,33,47,2013
69645,Sheridan,55-59,83,156,2013
70360,Silver Plume,55-59,2,20,2013
75640,Superior,55-59,294,285,2013
77290,Thornton,55-59,3038,3163,2013
82735,Ward,55-59,6,4,2013
83835,Westminster,55-59,3484,3453,2013
84440,Wheat Ridge,55-59,1145,1000,2013
8124,Weld County (DRCOG),55-59,1952,2032,2013
8000,Region,55-59,96104,91751,2013
3455,Arvada,60-64,3572,3229,2013
4000,Aurora,60-64,9187,7553,2013
6090,Bennett,60-64,86,48,2013
7025,Black Hawk,60-64,0,9,2013
7850,Boulder City,60-64,2053,2073,2013
8001,Adams County,60-64,10063,9307,2013
8005,Arapahoe County,60-64,16943,15033,2013
8013,Boulder County,60-64,7800,7892,2013
8014,Broomfield City/County,60-64,1148,1205,2013
8019,Clear Creek County,60-64,223,498,2013
8031,Denver City/County,60-64,15803,14456,2013
8035,Douglas County,60-64,7263,7200,2013
8047,Gilpin County,60-64,184,250,2013
8059,Jefferson County,60-64,17589,17223,2013
8070,Bow Mar,60-64,31,31,2013
8123,Weld County,60-64,6556,6374,2013
8675,Brighton,60-64,961,535,2013
12387,Castle Pines,60-64,239,267,2013
12415,Castle Rock,60-64,1059,977,2013
12815,Centennial,60-64,3616,3318,2013
12910,Central City,60-64,40,22,2013
13845,Cherry Hills Village,60-64,207,292,2013
16385,Columbine Valley,60-64,56,67,2013
16495,Commerce City,60-64,784,983,2013
19080,Dacono,60-64,127,112,2013
19630,Deer Trail,60-64,12,13,2013
23135,Edgewater,60-64,74,126,2013
23740,Elizabeth,60-64,28,14,2013
24620,Empire,60-64,9,12,2013
24785,Englewood,60-64,663,816,2013
24950,Erie,60-64,368,441,2013
26270,Federal Heights,60-64,234,222,2013
26600,Firestone,60-64,136,305,2013
27700,Fort Lupton,60-64,240,145,2013
28105,Foxfield,60-64,49,40,2013
28360,Frederick,60-64,177,185,2013
29735,Georgetown,60-64,30,40,2013
30340,Glendale,60-64,43,38,2013
30835,Golden,60-64,418,599,2013
33035,Greenwood Village,60-64,724,627,2013
37820,Hudson,60-64,19,21,2013
38370,Idaho Springs,60-64,55,128,2013
39195,Jamestown,60-64,6,9,2013
40185,Keenesburg,60-64,37,15,2013
40790,Kiowa,60-64,15,40,2013
41835,Lafayette,60-64,678,762,2013
42495,Lakeside,60-64,0,0,2013
43000,Lakewood,60-64,4644,4303,2013
43550,Larkspur,60-64,12,7,2013
45255,Littleton,60-64,1420,1120,2013
45955,Lone Tree,60-64,398,327,2013
45970,Longmont,60-64,2458,2049,2013
46355,Louisville,60-64,667,606,2013
47070,Lyons,60-64,96,47,2013
49600,Mead,60-64,78,83,2013
52075,Morrison,60-64,12,9,2013
52350,Mountain View,60-64,13,12,2013
53175,Nederland,60-64,24,39,2013
54330,Northglenn,60-64,793,679,2013
57630,Parker,60-64,539,627,2013
60160,Platteville,60-64,58,39,2013
69645,Sheridan,60-64,166,73,2013
70360,Silver Plume,60-64,11,17,2013
